,Project Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8
1400,xx Marion St,East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1402,xx Maverick St,East Boston,02128,33,0,33,29.0,0.0,29.0,4,0,4.0,Ownership,Private,,
1403,xx Maywood Street,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1404,xx Nelson Street,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1405,xx Old Colony Ave,South Boston,02127,14,0,14,12.0,0.0,12.0,2,0,2.0,Ownership,Private,,
1406,xx River Street,Hyde Park,02136,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1407,xx Saratoga St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1410,xx W Broadway,South Boston,02127,33,0,33,29.0,0.0,29.0,4,0,4.0,Ownership,Private,,
1411,xx Washington St,Jamaica Plain,02130,40,0,40,33.0,0.0,33.0,7,0,7.0,Ownership,Private,,
1412,xx Wentworth St (BuildHome),Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1413,xx West Broadway,South Boston,02127,24,0,24,21.0,0.0,21.0,3,0,3.0,Ownership,Private,,
1414,xxx A Street,South Boston,02127,12,0,12,11.0,0.0,11.0,1,0,1.0,Ownership,Private,,
1416,xxx Blue Hill Ave,Roxbury,02119,3,2,1,0.0,0.0,0.0,3,1,2.0,Ownership/Rental,Private,,
1417,xxx Blue Hill Avenue,Dorchester,02121,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1419,xxx Clarkson St (REO),Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1421,xxx Marion St,East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1426,xxxx Blue Hill Ave,Mattapan,02126,13,0,13,12.0,0.0,12.0,1,0,1.0,Ownership,Private,,
1427,xxxx Blue Hill Avenue,Roxbury,02119,5,0,5,0.0,0.0,0.0,5,0,5.0,Ownership,Private,,
1429,xxxx Clarkson St (REO),Dorchester,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1430,xxxx Saratoga Street,East Boston,02128,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,Y
1431,xxxx Washington St,Jamaica Plain,02130,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1432,xxxx West Broadway,South Boston,02127,3,0,3,0.0,0.0,0.0,3,0,3.0,Ownership,Private,,
1433,xxxxx Blue Hill Ave,Dorchester,02121,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Public,,
1434,xxxxx Clarkson St (REO),Dorchester,02125,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1437,xxxxxx Washington St,Dorchester,02124,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
1439,xxxxxxx Blue Hill Ave,Roxbury,02119,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Public,,
1440,xxxxxxxx Blue Hill Ave,Roxbury,02119,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Private,,
1441,YouthBuild Ruskindale Rd,Hyde Park,02136,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1444,Zebra Condominium,South End,02118,10,7,3,7.0,7.0,0.0,3,0,3.0,Ownership/Rental,Private,,
